Name,Hit end,Hit start,Query,Query coverage,Query end,Query start,Sequence Length
19_c8dc4591-854d-4e21-8637-6e28c34e9fcf,37458,37589,LmxM.24_left_10kb - bases 201 - 10000,1.35%,136,5,37890
19_c8dc4591-854d-4e21-8637-6e28c34e9fcf,27849,37559,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,100.00%,9800,1,37890
19_c8f90fa6-feb0-48b3-bf16-3782350bf102,39128,43446,LmxM.12_left_10kb - bases 201 - 10000,44.66%,4377,1,44018
19_c9a4a0da-860d-4b0a-b4c2-def7c45391be,10040,373,LmxM.24_left_10kb - bases 201 - 10000,99.96%,9800,5,13234
19_c9ef515b-eb6d-4442-8f62-ceff1b8dec7a,1562,1363,LmxM.27_left_10kb - bases 201 - 10000,2.03%,199,1,67707
19_c16f6431-96aa-4b58-b230-fc1cbc4ea604,1648,11405,LmxM.27_left_10kb - bases 201 - 10000,100.00%,9800,1,14854
19_c21ef8f7-849b-4776-90c2-8bf540d3f788,22468,22558,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,0.93%,91,1,34671
19_c21ef8f7-849b-4776-90c2-8bf540d3f788,22468,22666,LmxM.27_left_10kb - bases 201 - 10000,2.03%,199,1,34671
19_c21ef8f7-849b-4776-90c2-8bf540d3f788,22468,22633,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.68%,172,8,34671
19_c22cb271-eab8-413d-9432-ac4eed51a4de,406,10096,LmxM.05_left_10kb - bases 201 - 10000,100.00%,9800,1,10422
19_c24c013d-00f8-46e1-aa54-ba84f3c8eba4,21037,21211,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.80%,176,1,21443
19_c24c013d-00f8-46e1-aa54-ba84f3c8eba4,11409,21134,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,100.00%,9800,1,21443
19_c27cebb0-b85a-4a7d-a52f-156d9ce9050e,67,2933,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,29.65%,2907,2,27868
19_c033abb2-30fc-4dec-9f20-9984c04fd168,7632,357,LmxM.19_left_10kb - bases 201 - 10000,75.01%,7351,1,7634
19_c033abb2-30fc-4dec-9f20-9984c04fd168,6649,5269,LmxM.19_left_10kb - bases 201 - 10000,14.13%,7201,5817,7634
19_c033abb2-30fc-4dec-9f20-9984c04fd168,7479,6119,LmxM.19_left_10kb - bases 201 - 10000,14.06%,6340,4963,7634
19_c033abb2-30fc-4dec-9f20-9984c04fd168,5788,5269,LmxM.19_left_10kb - bases 201 - 10000,5.39%,7201,6674,7634
19_c033abb2-30fc-4dec-9f20-9984c04fd168,7479,6970,LmxM.19_left_10kb - bases 201 - 10000,5.32%,5483,4963,7634
19_c33d46bf-8375-48b7-8ced-60193405e911,884,794,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,0.93%,91,1,7121
19_c33d46bf-8375-48b7-8ced-60193405e911,884,688,LmxM.27_left_10kb - bases 201 - 10000,2.03%,199,1,7121
19_c36bc124-9711-4d81-977a-31ec84dbc57d,14646,24408,LmxM.23_left_10kb - bases 201 - 10000,100.00%,9800,1,34510
19_c44eafd3-97ba-4d23-a92f-90ad32eb8534,8254,8344,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,0.93%,91,1,12883
19_c44eafd3-97ba-4d23-a92f-90ad32eb8534,8254,8452,LmxM.27_left_10kb - bases 201 - 10000,2.03%,199,1,12883
19_c44eafd3-97ba-4d23-a92f-90ad32eb8534,8254,8419,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.68%,172,8,12883
19_c47a1467-e446-474c-bb7e-8e73f7b4ce84,31696,31867,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.78%,175,2,33436
19_c47a1467-e446-474c-bb7e-8e73f7b4ce84,31693,31865,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.80%,176,1,33436
19_c47a1467-e446-474c-bb7e-8e73f7b4ce84,22110,31786,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,100.00%,9800,1,33436
19_c69f3561-ef00-465a-8fa3-1f68c986903d,55226,55399,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.77%,174,2,56827
19_c69f3561-ef00-465a-8fa3-1f68c986903d,55238,55469,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,2.39%,234,1,56827
19_c69f3561-ef00-465a-8fa3-1f68c986903d,55226,55397,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.76%,172,1,56827
19_c70ec5a5-1d2d-4df4-86c2-c507907664d5,12471,22126,LmxM.27_left_10kb - bases 201 - 10000,100.00%,9800,1,25377
19_c70ec5a5-1d2d-4df4-86c2-c507907664d5,21926,22093,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.72%,173,5,25377
19_c72de1b1-5e0e-4c67-a283-24539aa63264,50220,59904,LmxM.13_left_10kb - bases 201 - 10000,99.97%,9800,4,60262
19_c80be4f7-312f-46b5-9193-0b3d8a08ddd7,5097,2762,LmxM.23_left_10kb - bases 201 - 10000,24.55%,2406,1,5098
19_c83d854b-bdc6-4115-be40-7f914c4f11fe,74,7528,LmxM.07_left_10kb - bases 201 - 10000,76.76%,7522,1,7717
19_c89bf6f2-faba-42cb-b759-255f8ffd1532,9817,275,LmxM.01_left_10kb - bases 201 - 10000,99.98%,9800,3,41680
19_c0173de2-c570-49b5-bb78-cd3b070f77d6,37812,47535,LmxM.14_left_10kb - bases 201 - 10000,100.00%,9800,1,52785
19_c461cc45-905b-4afd-a86c-fe8464f9b07d,74429,74605,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.78%,175,2,75865
19_c461cc45-905b-4afd-a86c-fe8464f9b07d,74423,74603,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.83%,179,1,75865
19_c461cc45-905b-4afd-a86c-fe8464f9b07d,64773,74524,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,100.00%,9800,1,75865
19_c467edf5-dbaa-4cc4-9c64-ee7288cb2e45,73,3105,LmxM.28_left_10kb - bases 201 - 10000,31.23%,3061,1,10009
19_c511c55f-cacd-4f5b-a784-2d9124f05443,28755,28906,LmxM.19_left_10kb - bases 201 - 10000,1.58%,155,1,29534
19_c511c55f-cacd-4f5b-a784-2d9124f05443,28754,28935,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.85%,182,2,29534
19_c511c55f-cacd-4f5b-a784-2d9124f05443,28774,28975,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,2.05%,234,34,29534
19_c511c55f-cacd-4f5b-a784-2d9124f05443,28762,28933,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.76%,172,1,29534
19_c529fe76-bcaf-4872-9e7c-72ff2a1a3987,16624,16761,LmxM.19_left_10kb - bases 201 - 10000,1.41%,138,1,18998
19_c529fe76-bcaf-4872-9e7c-72ff2a1a3987,16628,16859,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,2.40%,235,1,18998
19_c619a6c8-08f8-4fb3-a3df-6dd299801254,16817,26450,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,100.00%,9800,1,44899
19_c0705ae8-8e77-4385-ab34-0db9b0c0f715,19572,29162,LmxM.19_left_10kb - bases 201 - 10000,99.98%,9798,1,34208
19_c0705ae8-8e77-4385-ab34-0db9b0c0f715,22124,23469,LmxM.19_left_10kb - bases 201 - 10000,14.08%,6345,4966,34208
19_c0705ae8-8e77-4385-ab34-0db9b0c0f715,22951,24298,LmxM.19_left_10kb - bases 201 - 10000,14.13%,7201,5817,34208
19_c0705ae8-8e77-4385-ab34-0db9b0c0f715,22124,22632,LmxM.19_left_10kb - bases 201 - 10000,5.37%,5488,4963,34208
19_c0705ae8-8e77-4385-ab34-0db9b0c0f715,23799,24298,LmxM.19_left_10kb - bases 201 - 10000,5.39%,7201,6674,34208
19_c0805d98-d990-47b8-bc5a-1a7aa91d9117,1655,1883,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,2.39%,234,1,2191
19_c818fc4f-a2ef-4326-8fc0-d8ce9a52c583,72,210,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,1.43%,140,1,27859
19_c832d769-7b4d-45e7-a1a6-049ea336d28b,78,6938,LmxM.31 (reversed)_right_10kb - bases 201 - 10000,70.89%,6947,1,10635
19_c3296d3d-4a88-4547-b5a1-e6d53274987e,33218,33351,LmxM.24_left_10kb - bases 201 - 10000,1.37%,135,2,45723
19_c4186c98-0c65-45c5-a495-0bf073e5925b,73,5738,LmxM.14_left_10kb - bases 201 - 10000,58.08%,5692,1,9764
19_c6169eb2-eb4d-43fe-852a-2aeca3bc0571,1374,11109,LmxM.12 (reversed)_right_10kb - bases 201 - 10000,100.00%,9800,1,11506
19_c6754e95-2556-4380-9ba4-7fa00bf84e79,72,2536,LmxM.24_left_10kb - bases 201 - 10000,25.31%,2480,1,5483
19_c6940c5a-d929-4bc3-a22d-e701cacfe299,39192,48872,LmxM.05_left_10kb - bases 201 - 10000,100.00%,9800,1,49607
19_c9273c8e-f10f-40b9-848c-7e6b5a3179c0,10128,444,LmxM.31 (reversed)_right_10kb - bases 201 - 10000,99.98%,9800,3,62425
19_c9842e90-457e-4cea-8515-786c90846d2d,7792,8009,LmxM.27_left_10kb - bases 201 - 10000,2.19%,215,1,8571
19_c16639c5-2752-43ea-909b-03b9d15024a0,1916,1827,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,0.93%,91,1,23270
19_c16639c5-2752-43ea-909b-03b9d15024a0,1916,1719,LmxM.27_left_10kb - bases 201 - 10000,2.03%,199,1,23270
19_c18092eb-2bed-4ac2-a4a7-310fa1c07be2,38955,48676,LmxM.23_left_10kb - bases 201 - 10000,100.00%,9800,1,63206
19_c28826ab-d86a-4a34-9c3e-f492568260ef,68,5047,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,51.42%,5039,1,5314
19_c28826ab-d86a-4a34-9c3e-f492568260ef,4887,5119,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,2.36%,231,1,5314
19_c56490fa-a305-483a-99b9-21876e6744db,5894,15488,LmxM.13_left_10kb - bases 201 - 10000,99.98%,9799,2,16386
19_c175960c-b98d-4c38-95be-55e21c866aad,44724,54471,LmxM.12_left_10kb - bases 201 - 10000,100.00%,9800,1,65966
19_c9484762-4f95-41ef-8624-dbb060b5db99,4280,14020,LmxM.34 (reversed)_right_10kb - bases 201 - 10000,100.00%,9800,1,14302
19_c9663881-0ab9-4cca-8a6b-6a40bd7c2f96,9023,9190,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.71%,175,8,10204
19_ca7ff869-605e-4556-8d55-c66c8977439f,77,7451,LmxM.14_left_10kb - bases 201 - 10000,75.94%,7442,1,43625
19_ca213bd0-1793-4a52-a33a-3c03d67daf6f,23892,33612,LmxM.12_left_10kb - bases 201 - 10000,100.00%,9800,1,44948
19_cabf6eb6-9376-44c2-becb-19e4d9d28347,12485,22174,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,100.00%,9800,1,22334
19_cabf6eb6-9376-44c2-becb-19e4d9d28347,22088,22242,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,1.58%,159,5,22334
19_cad7e440-1b39-4a91-a43c-a58536cdc2a3,55135,55252,LmxM.12_left_10kb - bases 201 - 10000,1.22%,121,2,59543
19_cad7e440-1b39-4a91-a43c-a58536cdc2a3,55136,55332,LmxM.27_left_10kb - bases 201 - 10000,2.03%,199,1,59543
19_cad7e440-1b39-4a91-a43c-a58536cdc2a3,55136,55299,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.69%,170,5,59543
19_cb0409ea-6b86-4941-b35b-3a36a6f12f77,11655,11745,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,0.93%,91,1,12904
19_cb0409ea-6b86-4941-b35b-3a36a6f12f77,11654,11773,LmxM.12_left_10kb - bases 201 - 10000,1.22%,121,2,12904
19_cb0409ea-6b86-4941-b35b-3a36a6f12f77,11655,11797,LmxM.19_left_10kb - bases 201 - 10000,1.48%,145,1,12904
19_cb0409ea-6b86-4941-b35b-3a36a6f12f77,11655,11853,LmxM.27_left_10kb - bases 201 - 10000,2.03%,199,1,12904
19_cb0409ea-6b86-4941-b35b-3a36a6f12f77,11655,11820,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.69%,170,5,12904
19_cb937226-7ff4-445b-90b3-54c5bb34e89c,572,356,LmxM.27_left_10kb - bases 201 - 10000,2.19%,215,1,43446
19_cbaebdd3-a69c-4b75-8a38-32d048194092,24474,34221,LmxM.07_left_10kb - bases 201 - 10000,100.00%,9800,1,35779
19_cc2e677e-5dc6-47bb-9ecc-1df36dbe01f7,102460,102550,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,0.93%,91,1,105572
19_cc2e677e-5dc6-47bb-9ecc-1df36dbe01f7,102460,102657,LmxM.27_left_10kb - bases 201 - 10000,2.03%,199,1,105572
19_cc228db5-df5a-48be-a571-495afc7920b9,2145,2055,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,0.93%,91,1,13057
19_cc228db5-df5a-48be-a571-495afc7920b9,2146,2027,LmxM.12_left_10kb - bases 201 - 10000,1.22%,121,2,13057
19_cc228db5-df5a-48be-a571-495afc7920b9,2145,1947,LmxM.27_left_10kb - bases 201 - 10000,2.03%,199,1,13057
19_cc228db5-df5a-48be-a571-495afc7920b9,2145,1980,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.69%,170,5,13057
19_cc588a7f-d4fa-4faa-be34-e37e0cc990c5,7247,2211,LmxM.14_left_10kb - bases 201 - 10000,52.23%,5119,1,7302
19_cc141050-a0bd-4a0b-a791-ffa7d7a5cb18,10249,551,LmxM.31 (reversed)_right_10kb - bases 201 - 10000,100.00%,9800,1,32936
19_cc719956-33db-43e7-b4c5-be012ded3320,15801,15961,LmxM.19_left_10kb - bases 201 - 10000,1.64%,161,1,16204
19_cca71efd-7e09-4916-969e-c8f52814ea0a,5830,5981,LmxM.19_left_10kb - bases 201 - 10000,1.58%,155,1,6210
19_cca71efd-7e09-4916-969e-c8f52814ea0a,5829,6010,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.85%,182,2,6210
19_cca71efd-7e09-4916-969e-c8f52814ea0a,5849,6080,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,2.39%,234,1,6210
19_cca71efd-7e09-4916-969e-c8f52814ea0a,5837,6008,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.76%,172,1,6210
19_cca686c7-ee68-454c-80e1-59411099c674,23946,31774,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,82.77%,8111,1,36559
19_cce46b4a-4011-42ee-870e-7829cd90fae2,12078,12249,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.78%,175,2,12955
19_cce46b4a-4011-42ee-870e-7829cd90fae2,12075,12247,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.80%,176,1,12955
19_cce46b4a-4011-42ee-870e-7829cd90fae2,2463,12171,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,100.00%,9800,1,12955
19_ccee865a-28c7-4251-91e7-db189bd347b7,7044,6812,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,2.39%,235,2,7223
19_cd5d9127-605e-4c4b-8ef5-4551cd69bb9b,851,716,LmxM.12_left_10kb - bases 201 - 10000,1.39%,137,2,61388
19_cd5d9127-605e-4c4b-8ef5-4551cd69bb9b,10392,692,LmxM.19_left_10kb - bases 201 - 10000,100.00%,9800,1,61388
19_cd5d9127-605e-4c4b-8ef5-4551cd69bb9b,52509,60883,LmxM.19_left_10kb - bases 201 - 10000,99.92%,9792,1,61388
19_cd5d9127-605e-4c4b-8ef5-4551cd69bb9b,6945,5596,LmxM.19_left_10kb - bases 201 - 10000,14.01%,7189,5817,61388
19_cd5d9127-605e-4c4b-8ef5-4551cd69bb9b,7796,6437,LmxM.19_left_10kb - bases 201 - 10000,14.12%,6346,4963,61388
19_cd5d9127-605e-4c4b-8ef5-4551cd69bb9b,7796,7277,LmxM.19_left_10kb - bases 201 - 10000,5.38%,5489,4963,61388
19_cd5d9127-605e-4c4b-8ef5-4551cd69bb9b,55525,56639,LmxM.19_left_10kb - bases 201 - 10000,13.58%,7203,5873,61388
19_cd5d9127-605e-4c4b-8ef5-4551cd69bb9b,54813,55945,LmxM.19_left_10kb - bases 201 - 10000,13.70%,6333,4991,61388
19_cd5d9127-605e-4c4b-8ef5-4551cd69bb9b,6112,5596,LmxM.19_left_10kb - bases 201 - 10000,5.39%,7201,6674,61388
19_cd5d9127-605e-4c4b-8ef5-4551cd69bb9b,56242,56639,LmxM.19_left_10kb - bases 201 - 10000,4.71%,7191,6730,61388
19_cd5d9127-605e-4c4b-8ef5-4551cd69bb9b,54813,55238,LmxM.19_left_10kb - bases 201 - 10000,4.98%,5476,4989,61388
19_cd5d9127-605e-4c4b-8ef5-4551cd69bb9b,850,636,LmxM.27_left_10kb - bases 201 - 10000,2.21%,217,1,61388
19_cd5d9127-605e-4c4b-8ef5-4551cd69bb9b,850,669,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.86%,186,5,61388
19_cd6c539b-7743-4132-a462-c88ac9f54ee1,1833,1650,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.85%,182,2,14525
19_cd6c539b-7743-4132-a462-c88ac9f54ee1,1813,1577,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,2.39%,234,1,14525
19_cd6c539b-7743-4132-a462-c88ac9f54ee1,1825,1652,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.76%,172,1,14525
19_cdcd5e6b-4d32-4dbb-b5cf-1a9b1cbb6a73,6794,7217,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,4.35%,2670,2245,14873
19_ce4f00c6-32a9-4b3e-b44a-3484cc63b946,3911,4065,LmxM.27_left_10kb - bases 201 - 10000,1.58%,155,1,5192
19_ce16c6b4-7fca-4721-b542-c5628c53f59d,2025,1845,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.85%,182,2,91624
19_ce16c6b4-7fca-4721-b542-c5628c53f59d,2005,1767,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,2.39%,234,1,91624
19_ce16c6b4-7fca-4721-b542-c5628c53f59d,2017,1847,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.76%,172,1,91624
19_ce69e77f-23ce-4fed-b704-735800b477e3,9238,9009,LmxM.12 (reversed)_right_10kb - bases 201 - 10000,2.39%,234,1,65006
19_ce16501e-9151-4f69-b50d-651059a5f196,59505,59595,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,0.93%,91,1,60282
19_ce16501e-9151-4f69-b50d-651059a5f196,59505,59703,LmxM.27_left_10kb - bases 201 - 10000,2.03%,199,1,60282
19_ce16501e-9151-4f69-b50d-651059a5f196,59505,59670,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.68%,172,8,60282
19_cebc9e6e-9541-46f2-850a-e27d3c8b1324,10866,11078,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,2.22%,218,1,17591
19_cf7ea583-6935-440f-98df-05fb05b65b6f,8948,18715,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,100.00%,9800,1,43857
19_cf92eba7-7abc-4982-98f2-35e15a898778,17582,17754,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.74%,172,2,18119
19_cf92eba7-7abc-4982-98f2-35e15a898778,17592,17824,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,2.39%,234,1,18119
19_cf92eba7-7abc-4982-98f2-35e15a898778,17582,17752,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.73%,170,1,18119
19_cfa61ac3-6e97-4c13-8f4f-7393c23e696c,2895,3093,LmxM.27_left_10kb - bases 201 - 10000,2.03%,199,1,3363
19_cfefb0ea-cc7f-4c7e-95c8-2333460606e4,43551,53188,LmxM.34 (reversed)_right_10kb - bases 201 - 10000,99.89%,9800,12,53871
19_d0a0a334-3cd0-40c3-8862-f7c55e6983b2,9949,364,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,99.89%,9789,1,12201
19_d0d8bcde-c5bb-4adb-8339-2137215cdeb8,7762,7331,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,4.41%,2676,2245,38512
19_d0d9af02-4da2-4c21-8c7d-b46b0fa9be6d,4881,575,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,44.55%,4367,2,4882
19_d0f7c6db-299a-46cd-9bd5-f9e387ff167d,819,652,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.70%,168,2,8331
19_d0f7c6db-299a-46cd-9bd5-f9e387ff167d,813,579,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,2.39%,234,1,8331
19_d0f7c6db-299a-46cd-9bd5-f9e387ff167d,780,654,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.30%,127,1,8331
19_d1e7cf43-64e4-4f77-9ae8-a99c884ff85a,17384,17045,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,3.52%,2667,2323,27672
19_d1e7e3bb-fbd0-4b74-8e6a-eca12f901e43,433,200,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,2.38%,233,1,10264
19_d1e7e3bb-fbd0-4b74-8e6a-eca12f901e43,9861,275,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,100.00%,9800,1,10264
19_d2bbe570-e1cf-49f0-9ba2-39cfa7f505e7,582,409,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.78%,175,2,33805
19_d2bbe570-e1cf-49f0-9ba2-39cfa7f505e7,581,336,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,2.51%,246,1,33805
19_d2bbe570-e1cf-49f0-9ba2-39cfa7f505e7,10086,411,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,100.00%,9800,1,33805
19_d2dd6877-9a70-4ae0-8269-d41141a9198f,13200,13368,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.71%,175,8,14693
19_d3ab3b23-71e7-40a4-a8c2-832a267c6ed5,99339,99490,LmxM.19_left_10kb - bases 201 - 10000,1.58%,155,1,100897
19_d3ab3b23-71e7-40a4-a8c2-832a267c6ed5,99338,99505,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.70%,182,16,100897
19_d3ab3b23-71e7-40a4-a8c2-832a267c6ed5,99358,99597,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,2.39%,234,1,100897
19_d3ab3b23-71e7-40a4-a8c2-832a267c6ed5,99346,99506,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.64%,172,12,100897
19_d3ff03ee-5266-4cba-81dc-36ef5a26e91d,692,10412,LmxM.14_left_10kb - bases 201 - 10000,100.00%,9800,1,10742
19_d4b1f199-c096-4ec8-bc0c-f1048fcda014,26889,26658,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,2.35%,2670,2441,50989
19_d4b2c366-dd23-43bb-982d-db5a998b687a,8491,8648,LmxM.19_left_10kb - bases 201 - 10000,1.64%,161,1,10221
19_d4b2c366-dd23-43bb-982d-db5a998b687a,8490,8675,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.93%,189,1,10221
19_d4b7724c-74df-4792-b503-f39420ba96f2,17979,27586,LmxM.28_left_10kb - bases 201 - 10000,100.00%,9800,1,34285
19_d5af4da3-4c4d-4426-8163-8ad7d9729f6a,9949,366,LmxM.05_left_10kb - bases 201 - 10000,100.00%,9800,1,17856
19_d5cf4cb6-e6a8-4c20-ae64-1f3e99a5905d,19639,29400,LmxM.23_left_10kb - bases 201 - 10000,100.00%,9800,1,40074
19_d5d4c2ee-5882-4620-ad9e-0dde0e2eb603,624,496,LmxM.12_left_10kb - bases 201 - 10000,1.34%,132,2,8640
19_d5d4c2ee-5882-4620-ad9e-0dde0e2eb603,612,424,LmxM.27_left_10kb - bases 201 - 10000,1.95%,199,9,8640
19_d5d6bee7-0c9a-4871-8bce-92c8e3b64e5d,14119,23882,LmxM.33_left_10kb - bases 201 - 10000,100.00%,9800,1,25325
19_d5d6bee7-0c9a-4871-8bce-92c8e3b64e5d,15018,15323,LmxM.33_left_10kb - bases 201 - 10000,3.12%,4314,4009,25325
19_d5d6bee7-0c9a-4871-8bce-92c8e3b64e5d,19578,19883,LmxM.33_left_10kb - bases 201 - 10000,3.12%,8898,8593,25325
19_d5d6bee7-0c9a-4871-8bce-92c8e3b64e5d,19882,19550,LmxM.33_left_10kb - bases 201 - 10000,3.41%,930,597,25325
19_d5d6bee7-0c9a-4871-8bce-92c8e3b64e5d,23286,22952,LmxM.33_left_10kb - bases 201 - 10000,3.41%,4343,4010,25325
19_d5d6bee7-0c9a-4871-8bce-92c8e3b64e5d,15310,15018,LmxM.33_left_10kb - bases 201 - 10000,2.99%,918,626,25325
19_d5d6bee7-0c9a-4871-8bce-92c8e3b64e5d,23257,22964,LmxM.33_left_10kb - bases 201 - 10000,2.99%,8898,8606,25325
19_d5d6bee7-0c9a-4871-8bce-92c8e3b64e5d,2283,1930,LmxM.33_left_10kb - bases 201 - 10000,3.36%,4337,4009,25325
19_d5d6bee7-0c9a-4871-8bce-92c8e3b64e5d,2260,1912,LmxM.33_left_10kb - bases 201 - 10000,3.32%,8898,8574,25325
19_d5d6bee7-0c9a-4871-8bce-92c8e3b64e5d,1943,2273,LmxM.33_left_10kb - bases 201 - 10000,3.12%,918,613,25325
19_d5fdd3d6-c54f-4da7-b32b-34e8835f22b2,34563,34903,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,3.54%,2667,2321,55914
19_d6a95987-4fce-414b-b837-af6a38ae1f42,29153,38901,LmxM.34 (reversed)_right_10kb - bases 201 - 10000,99.91%,9800,10,39157
19_d6f47ea3-e13b-42c8-8a40-94178fe86349,2759,2526,LmxM.12 (reversed)_right_10kb - bases 201 - 10000,2.39%,234,1,7029
19_d7b94cc7-77c7-4974-9be7-15637cc46270,31679,31768,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,0.93%,91,1,35759
19_d7b94cc7-77c7-4974-9be7-15637cc46270,31678,31796,LmxM.12_left_10kb - bases 201 - 10000,1.22%,121,2,35759
19_d7dbb8bc-31e6-48c6-baaf-1a470855b4cc,86922,87043,LmxM.12_left_10kb - bases 201 - 10000,1.24%,124,3,87695
19_d7dbb8bc-31e6-48c6-baaf-1a470855b4cc,86916,87068,LmxM.19_left_10kb - bases 201 - 10000,1.56%,153,1,87695
19_d7dbb8bc-31e6-48c6-baaf-1a470855b4cc,86915,87047,LmxM.24_left_10kb - bases 201 - 10000,1.36%,136,4,87695
19_d7dbb8bc-31e6-48c6-baaf-1a470855b4cc,86923,87097,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.78%,175,2,87695
19_d7dbb8bc-31e6-48c6-baaf-1a470855b4cc,86920,87095,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.80%,176,1,87695
19_d7dbb8bc-31e6-48c6-baaf-1a470855b4cc,77293,87016,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,100.00%,9800,1,87695
19_d7fcc35e-936d-47b0-9355-d43b2ad1be15,10057,1317,LmxM.05_left_10kb - bases 201 - 10000,90.66%,9800,916,35100
19_d7fcc35e-936d-47b0-9355-d43b2ad1be15,1116,543,LmxM.05_left_10kb - bases 201 - 10000,6.07%,632,38,35100
19_d8b72ae0-f6db-4018-a5ea-6436d7fb06a5,98028,107729,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,100.00%,9800,1,117846
19_d8b72ae0-f6db-4018-a5ea-6436d7fb06a5,98995,101068,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,21.48%,9707,7603,117846
19_d8b72ae0-f6db-4018-a5ea-6436d7fb06a5,98119,100198,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,21.46%,8827,6725,117846
