Name,Hit end,Hit start,Query,Query coverage,Query end,Query start,Sequence Length,Barcode,Read,Chromosome,Overhang,Sample,ValueToSubtract,AdjustedOverhang
19_9675c585-3352-44c8-a210-420a40f4023b,17292,27057,LmxM.33_left_10kb - bases 201 - 10000,100.0,9800,1,28275,19,19_9675c585-3352-44c8-a210-420a40f4023b,33L,1218.0,ΔKU80ΔTERT,85,1133.0
19_13111b14-e871-4164-b4ae-0bcd9b72fc17,10037,307,LmxM.13_left_10kb - bases 201 - 10000,100.0,9800,1,26763,19,19_13111b14-e871-4164-b4ae-0bcd9b72fc17,13L,307.0,ΔKU80ΔTERT,118,189.0
19_15220f60-cde7-43e6-9d50-baf816a736d6,9948,240,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,25203,19,19_15220f60-cde7-43e6-9d50-baf816a736d6,03R,240.0,ΔKU80ΔTERT,96,144.0
19_16736e77-f2c4-408b-a2d2-cc772dd4904a,9985,281,LmxM.13_left_10kb - bases 201 - 10000,100.0,9800,1,14526,19,19_16736e77-f2c4-408b-a2d2-cc772dd4904a,13L,281.0,ΔKU80ΔTERT,118,163.0
19_16940bd6-2d09-4fea-973e-117accc63a3f,9942,292,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,14450,19,19_16940bd6-2d09-4fea-973e-117accc63a3f,15R,292.0,ΔKU80ΔTERT,136,156.0
19_17367bc4-a954-45c9-984d-484c7295f8a7,90389,100101,LmxM.27_left_10kb - bases 201 - 10000,100.0,9800,1,102793,19,19_17367bc4-a954-45c9-984d-484c7295f8a7,27L,2692.0,ΔKU80ΔTERT,148,2544.0
19_28557f28-22cb-476f-b71c-1344d0bd3654,34454,44174,LmxM.28_left_10kb - bases 201 - 10000,100.0,9800,1,54734,19,19_28557f28-22cb-476f-b71c-1344d0bd3654,28L,10560.0,ΔKU80ΔTERT,122,10438.0
19_32731da3-bb57-4c87-a833-1afb88932faa,9539,386,LmxM.05_left_10kb - bases 201 - 10000,95.23,9333,1,9545,19,19_32731da3-bb57-4c87-a833-1afb88932faa,05L,386.0,ΔKU80ΔTERT,167,219.0
19_33043e6a-687b-4c24-9d0a-d4ba626c5bf7,22182,31886,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,33036,19,19_33043e6a-687b-4c24-9d0a-d4ba626c5bf7,23R,1150.0,ΔKU80ΔTERT,186,964.0
19_35646afc-ee16-477f-bef7-4caccd9b9018,10334,580,LmxM.13_left_10kb - bases 201 - 10000,100.0,9800,1,22706,19,19_35646afc-ee16-477f-bef7-4caccd9b9018,13L,580.0,ΔKU80ΔTERT,118,462.0
19_048658cd-8172-40af-9b40-38a51595f840,1683,11370,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,11774,19,19_048658cd-8172-40af-9b40-38a51595f840,03R,404.0,ΔKU80ΔTERT,96,308.0
19_49347ffb-8a99-45fd-b41d-46181547f5a1,73,3469,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,34.86,3416,1,8480,19,19_49347ffb-8a99-45fd-b41d-46181547f5a1,16R,5011.0,ΔKU80ΔTERT,168,4843.0
19_49520dde-da07-4b0e-a254-4458c6c619fa,15281,24972,LmxM.14_left_10kb - bases 201 - 10000,99.86,9799,14,25318,19,19_49520dde-da07-4b0e-a254-4458c6c619fa,14L,346.0,ΔKU80ΔTERT,129,217.0
19_0049563c-6de8-4685-8361-60a1def23140,21257,29202,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,82.77,8111,1,29873,19,19_0049563c-6de8-4685-8361-60a1def23140,16R,671.0,ΔKU80ΔTERT,168,503.0
19_50020eb8-b44b-4a12-97ee-ae2182adc509,70,5929,LmxM.12 (reversed)_right_10kb - bases 201 - 10000,60.16,5896,1,12319,19,19_50020eb8-b44b-4a12-97ee-ae2182adc509,12R,6390.0,ΔKU80ΔTERT,133,6257.0
19_50092a4f-231d-4a67-ac1e-8b21d0ced66f,41257,50992,LmxM.31 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,51462,19,19_50092a4f-231d-4a67-ac1e-8b21d0ced66f,31R,470.0,ΔKU80ΔTERT,95,375.0
19_051363e9-efb1-4caa-b8d0-9bab44ea162f,18988,12473,LmxM.14_left_10kb - bases 201 - 10000,67.05,6571,1,18991,19,19_051363e9-efb1-4caa-b8d0-9bab44ea162f,14L,12473.0,ΔKU80ΔTERT,129,12344.0
19_62538e9e-ff2c-4c00-af17-c8b66a1f770b,10117,378,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,44923,19,19_62538e9e-ff2c-4c00-af17-c8b66a1f770b,23R,378.0,ΔKU80ΔTERT,186,192.0
19_68024ea2-9730-4cb1-a3c9-af52d2e844bf,7321,15255,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,82.77,8111,1,15517,19,19_68024ea2-9730-4cb1-a3c9-af52d2e844bf,16R,262.0,ΔKU80ΔTERT,168,94.0
19_69405beb-38f2-4c17-a4ee-83543bbb8bcd,10142,523,LmxM.31 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,130876,19,19_69405beb-38f2-4c17-a4ee-83543bbb8bcd,31R,523.0,ΔKU80ΔTERT,95,428.0
19_71981ba3-eec4-4e2e-9fc6-3d97b53f2a1b,10209,674,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,99.99,9800,2,19997,19,19_71981ba3-eec4-4e2e-9fc6-3d97b53f2a1b,15R,674.0,ΔKU80ΔTERT,136,538.0
19_74235a29-a6c6-488c-83b8-ab9f3cbf6dd0,37180,46871,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,50503,19,19_74235a29-a6c6-488c-83b8-ab9f3cbf6dd0,18R,3632.0,ΔKU80ΔTERT,186,3446.0
19_74645a1c-f5d2-46ba-868b-196ceb153c76,10220,620,LmxM.05_left_10kb - bases 201 - 10000,100.0,9800,1,32196,19,19_74645a1c-f5d2-46ba-868b-196ceb153c76,05L,620.0,ΔKU80ΔTERT,167,453.0
19_79195e87-c1a7-42eb-aa96-0fae1f4c8d2d,17492,7760,LmxM.28_left_10kb - bases 201 - 10000,100.0,9800,1,52466,19,19_79195e87-c1a7-42eb-aa96-0fae1f4c8d2d,28L,7760.0,ΔKU80ΔTERT,122,7638.0
19_79213cb1-dfb5-44c9-8e4e-772ea89b1345,73,7134,LmxM.05_left_10kb - bases 201 - 10000,75.55,7404,1,7582,19,19_79213cb1-dfb5-44c9-8e4e-772ea89b1345,05L,448.0,ΔKU80ΔTERT,167,281.0
19_81127a8a-0f1f-43ba-886e-4af2177140db,65707,75370,LmxM.12 (reversed)_right_10kb - bases 201 - 10000,99.96,9797,2,79122,19,19_81127a8a-0f1f-43ba-886e-4af2177140db,12R,3752.0,ΔKU80ΔTERT,133,3619.0
19_93711a0e-86aa-47de-ba39-b608e37aa60c,1989,11713,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,12553,19,19_93711a0e-86aa-47de-ba39-b608e37aa60c,23R,840.0,ΔKU80ΔTERT,186,654.0
19_95099cb8-f1e6-4fe6-9a35-79cfb1c13bdf,10518,723,LmxM.19_left_10kb - bases 201 - 10000,100.0,9800,1,66241,19,19_95099cb8-f1e6-4fe6-9a35-79cfb1c13bdf,19L,723.0,ΔKU80ΔTERT,128,595.0
19_96542dfb-a66e-4b75-9811-35422f0fd6b2,51729,61149,LmxM.01_left_10kb - bases 201 - 10000,99.85,9800,16,61434,19,19_96542dfb-a66e-4b75-9811-35422f0fd6b2,01L,285.0,ΔKU80ΔTERT,114,171.0
19_99079a68-77da-4bf2-acd2-3e39008756e8,78,8529,LmxM.12_left_10kb - bases 201 - 10000,87.37,8562,1,19922,19,19_99079a68-77da-4bf2-acd2-3e39008756e8,12L,11393.0,ΔKU80ΔTERT,168,11225.0
19_159838b5-e4ac-45e4-93c1-9849b7b8ccbf,75,8538,LmxM.05_left_10kb - bases 201 - 10000,89.6,8781,1,9262,19,19_159838b5-e4ac-45e4-93c1-9849b7b8ccbf,05L,724.0,ΔKU80ΔTERT,167,557.0
19_175255f5-1a63-4be4-bbfc-6645a47c4d4b,28126,19254,LmxM.24_left_10kb - bases 201 - 10000,91.16,8934,1,28127,19,19_175255f5-1a63-4be4-bbfc-6645a47c4d4b,24L,19254.0,ΔKU80ΔTERT,148,19106.0
19_228767fe-c240-49c1-96d1-b611207516dc,77,5557,LmxM.24_left_10kb - bases 201 - 10000,56.59,5546,1,25054,19,19_228767fe-c240-49c1-96d1-b611207516dc,24L,19497.0,ΔKU80ΔTERT,148,19349.0
19_251712d2-df6e-4bf0-9a2b-c5da9a3cc8ad,116711,126413,LmxM.24_left_10kb - bases 201 - 10000,99.83,9800,18,139216,19,19_251712d2-df6e-4bf0-9a2b-c5da9a3cc8ad,24L,12803.0,ΔKU80ΔTERT,148,12655.0
19_252337ee-9b46-4b15-9ef5-87e338beccd7,88197,97978,LmxM.31 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,102954,19,19_252337ee-9b46-4b15-9ef5-87e338beccd7,31R,4976.0,ΔKU80ΔTERT,95,4881.0
19_329439da-be2f-4482-8db7-3ce2652a66aa,75,3488,LmxM.23_left_10kb - bases 201 - 10000,35.39,3468,1,4566,19,19_329439da-be2f-4482-8db7-3ce2652a66aa,23L,1078.0,ΔKU80ΔTERT,182,896.0
19_373577aa-7367-4089-91ac-7f5d7e3e3c82,9187,18863,LmxM.01_left_10kb - bases 201 - 10000,100.0,9800,1,19310,19,19_373577aa-7367-4089-91ac-7f5d7e3e3c82,01L,447.0,ΔKU80ΔTERT,114,333.0
19_0418718b-dfb2-4fe3-aa71-edc6a2bafa54,24558,32479,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,82.77,8111,1,37628,19,19_0418718b-dfb2-4fe3-aa71-edc6a2bafa54,16R,5149.0,ΔKU80ΔTERT,168,4981.0
19_459187da-272e-43a7-802e-7b45b676ce67,1572,11303,LmxM.05_left_10kb - bases 201 - 10000,100.0,9800,1,11801,19,19_459187da-272e-43a7-802e-7b45b676ce67,05L,498.0,ΔKU80ΔTERT,167,331.0
19_469213c8-821f-45de-9555-a7a03edd7b1b,70,8074,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,82.72,8111,5,14270,19,19_469213c8-821f-45de-9555-a7a03edd7b1b,09R,6196.0,ΔKU80ΔTERT,28,6168.0
19_0544426b-d776-495b-a2ca-9689c1e4dac4,10413,4199,LmxM.28_left_10kb - bases 201 - 10000,65.01,6375,5,10414,19,19_0544426b-d776-495b-a2ca-9689c1e4dac4,28L,4199.0,ΔKU80ΔTERT,122,4077.0
19_581134a2-d1b4-4ae1-a1f2-99cdfd1419c4,27129,36846,LmxM.19_left_10kb - bases 201 - 10000,99.95,9795,1,37194,19,19_581134a2-d1b4-4ae1-a1f2-99cdfd1419c4,19L,348.0,ΔKU80ΔTERT,128,220.0
19_00583000-257d-4433-91eb-01a2e4f2ff72,70,7463,LmxM.28_left_10kb - bases 201 - 10000,76.9,7536,1,14184,19,19_00583000-257d-4433-91eb-01a2e4f2ff72,28L,6721.0,ΔKU80ΔTERT,122,6599.0
19_606792d3-fda7-43d1-a669-3b49ed32e151,7439,17177,LmxM.24_left_10kb - bases 201 - 10000,99.96,9796,1,29761,19,19_606792d3-fda7-43d1-a669-3b49ed32e151,24L,12584.0,ΔKU80ΔTERT,148,12436.0
19_806116c2-9688-4835-9ac5-0230986925e2,20601,10903,LmxM.28_left_10kb - bases 201 - 10000,100.0,9800,1,36426,19,19_806116c2-9688-4835-9ac5-0230986925e2,28L,10903.0,ΔKU80ΔTERT,122,10781.0
19_810776fd-32c2-4d40-8044-8c34169428f8,13098,5227,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,82.77,8111,1,68993,19,19_810776fd-32c2-4d40-8044-8c34169428f8,16R,5227.0,ΔKU80ΔTERT,168,5059.0
19_848431e8-6760-41f5-bc17-082fa21b97ae,19945,10232,LmxM.07_left_10kb - bases 201 - 10000,100.0,9800,1,38044,19,19_848431e8-6760-41f5-bc17-082fa21b97ae,07L,10232.0,ΔKU80ΔTERT,58,10174.0
19_969622a4-ccec-4984-bb68-e7bb9569b137,73,4663,LmxM.28_left_10kb - bases 201 - 10000,47.33,4638,1,5981,19,19_969622a4-ccec-4984-bb68-e7bb9569b137,28L,1318.0,ΔKU80ΔTERT,122,1196.0
19_984077e1-0872-4db3-b5a1-b243acd39dee,109,4812,LmxM.24_left_10kb - bases 201 - 10000,48.54,4757,1,7076,19,19_984077e1-0872-4db3-b5a1-b243acd39dee,24L,2264.0,ΔKU80ΔTERT,148,2116.0
19_1817253b-023b-408b-a800-f7e9f906c9ee,10262,659,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,99.93,9793,1,13591,19,19_1817253b-023b-408b-a800-f7e9f906c9ee,09R,659.0,ΔKU80ΔTERT,28,631.0
19_3743230d-b976-4534-8d2b-b405914dc780,70,9293,LmxM.24_left_10kb - bases 201 - 10000,94.91,9301,1,21283,19,19_3743230d-b976-4534-8d2b-b405914dc780,24L,11990.0,ΔKU80ΔTERT,148,11842.0
19_03891762-bd7f-4910-bd99-79dce553d017,30953,40605,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,42910,19,19_03891762-bd7f-4910-bd99-79dce553d017,18R,2305.0,ΔKU80ΔTERT,186,2119.0
19_4043594e-a2bc-4e18-a892-d75d531af4eb,74,3351,LmxM.33_left_10kb - bases 201 - 10000,34.01,3333,1,4617,19,19_4043594e-a2bc-4e18-a892-d75d531af4eb,33L,1266.0,ΔKU80ΔTERT,85,1181.0
19_5309009f-9536-436b-9ec4-61cf9dd97ea6,24411,34053,LmxM.13_left_10kb - bases 201 - 10000,100.0,9800,1,35022,19,19_5309009f-9536-436b-9ec4-61cf9dd97ea6,13L,969.0,ΔKU80ΔTERT,118,851.0
19_5342346c-c35a-4fac-9007-d1513f57012e,32207,24704,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,77.63,7608,1,32207,19,19_5342346c-c35a-4fac-9007-d1513f57012e,09R,24704.0,ΔKU80ΔTERT,28,24676.0
19_05974097-1e67-411f-8016-2020fccc4282,5591,1783,LmxM.28_left_10kb - bases 201 - 10000,39.64,3885,1,5592,19,19_05974097-1e67-411f-8016-2020fccc4282,28L,1783.0,ΔKU80ΔTERT,122,1661.0
19_6072673b-26b1-43c9-a9d8-0274d3f35b1a,22165,31726,LmxM.12_left_10kb - bases 201 - 10000,100.0,9800,1,50422,19,19_6072673b-26b1-43c9-a9d8-0274d3f35b1a,12L,18696.0,ΔKU80ΔTERT,168,18528.0
19_6644669d-36b4-4bb6-80db-118532247491,13986,23559,LmxM.14_left_10kb - bases 201 - 10000,100.0,9800,1,24488,19,19_6644669d-36b4-4bb6-80db-118532247491,14L,929.0,ΔKU80ΔTERT,129,800.0
19_06924650-1a9f-4e1f-9afe-a1e95b2afcfa,12722,3135,LmxM.24_left_10kb - bases 201 - 10000,99.93,9800,8,13803,19,19_06924650-1a9f-4e1f-9afe-a1e95b2afcfa,24L,3135.0,ΔKU80ΔTERT,148,2987.0
19_7443120b-f2fe-4f2a-8712-cd81c8735e63,69805,79547,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,79713,19,19_7443120b-f2fe-4f2a-8712-cd81c8735e63,03R,166.0,ΔKU80ΔTERT,96,70.0
19_7857772a-ac5d-4465-ba7a-10d2330e83a1,15929,23828,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,82.77,8111,1,29233,19,19_7857772a-ac5d-4465-ba7a-10d2330e83a1,16R,5405.0,ΔKU80ΔTERT,168,5237.0
19_8878194c-ce2f-46b7-b5c9-94d383e64bfd,10097,426,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,65509,19,19_8878194c-ce2f-46b7-b5c9-94d383e64bfd,03R,426.0,ΔKU80ΔTERT,96,330.0
19_9084658e-a854-4dd0-a519-916f8322975c,12269,2537,LmxM.31 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,23995,19,19_9084658e-a854-4dd0-a519-916f8322975c,31R,2537.0,ΔKU80ΔTERT,95,2442.0
19_09507944-be79-44bc-90a6-6ec1679e66f7,18109,8378,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,99.93,9793,1,23532,19,19_09507944-be79-44bc-90a6-6ec1679e66f7,09R,8378.0,ΔKU80ΔTERT,28,8350.0
19_10577924-c9d8-4bc3-b813-2b467a2789a6,57,3340,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,33.99,3331,1,4447,19,19_10577924-c9d8-4bc3-b813-2b467a2789a6,16R,1107.0,ΔKU80ΔTERT,168,939.0
19_18519148-dc4f-4b6c-9c21-d18bb925307b,36659,46304,LmxM.01_left_10kb - bases 201 - 10000,100.0,9800,1,46479,19,19_18519148-dc4f-4b6c-9c21-d18bb925307b,01L,175.0,ΔKU80ΔTERT,114,61.0
19_21378262-03b2-4d39-8e15-5096bb93536b,10095,349,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,67168,19,19_21378262-03b2-4d39-8e15-5096bb93536b,15R,349.0,ΔKU80ΔTERT,136,213.0
19_22957307-00e3-41e3-9e98-10f0119d0920,88,8256,LmxM.24_left_10kb - bases 201 - 10000,83.99,8231,1,20577,19,19_22957307-00e3-41e3-9e98-10f0119d0920,24L,12321.0,ΔKU80ΔTERT,148,12173.0
19_23453679-8603-479c-bb9f-7d2f9d19001d,4980,1599,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,34.68,3408,10,4982,19,19_23453679-8603-479c-bb9f-7d2f9d19001d,03R,1599.0,ΔKU80ΔTERT,96,1503.0
19_42047167-537b-4e44-b760-2413949ab7ef,3168,12898,LmxM.28_left_10kb - bases 201 - 10000,100.0,9800,1,22341,19,19_42047167-537b-4e44-b760-2413949ab7ef,28L,9443.0,ΔKU80ΔTERT,122,9321.0
19_64078932-32af-40b6-ade7-aa325fdac362,26933,36685,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,53362,19,19_64078932-32af-40b6-ade7-aa325fdac362,09R,16677.0,ΔKU80ΔTERT,28,16649.0
19_67346981-34c9-4cfa-bbdf-93a9ef5e658c,72,4534,LmxM.12_left_10kb - bases 201 - 10000,45.88,4496,1,7367,19,19_67346981-34c9-4cfa-bbdf-93a9ef5e658c,12L,2833.0,ΔKU80ΔTERT,168,2665.0
19_70031547-a63e-462a-b29f-ba58e903b139,13546,3871,LmxM.12 (reversed)_right_10kb - bases 201 - 10000,99.99,9800,2,30391,19,19_70031547-a63e-462a-b29f-ba58e903b139,12R,3871.0,ΔKU80ΔTERT,133,3738.0
19_80786144-3fb7-4a5e-bd8c-13bd5bf5ed86,9122,578,LmxM.12 (reversed)_right_10kb - bases 201 - 10000,87.42,8567,1,9175,19,19_80786144-3fb7-4a5e-bd8c-13bd5bf5ed86,12R,578.0,ΔKU80ΔTERT,133,445.0
19_84360745-8d4d-410a-a15c-3895c54a68cd,10410,18349,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,82.77,8111,1,18585,19,19_84360745-8d4d-410a-a15c-3895c54a68cd,16R,236.0,ΔKU80ΔTERT,168,68.0
19_88282760-af4e-4281-89fe-d3e3dec3b4d6,10309,562,LmxM.12 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,54769,19,19_88282760-af4e-4281-89fe-d3e3dec3b4d6,12R,562.0,ΔKU80ΔTERT,133,429.0
19_91657124-bb06-46ed-8395-e7c431771b37,6056,15746,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,17498,19,19_91657124-bb06-46ed-8395-e7c431771b37,23R,1752.0,ΔKU80ΔTERT,186,1566.0
19_a0eb19db-9440-484c-a71d-bf146e83074c,12197,21764,LmxM.05_left_10kb - bases 201 - 10000,100.0,9800,1,21958,19,19_a0eb19db-9440-484c-a71d-bf146e83074c,05L,194.0,ΔKU80ΔTERT,167,27.0
19_a1a999de-65a5-43e9-afd1-31bd5912f574,21445,11718,LmxM.28_left_10kb - bases 201 - 10000,100.0,9800,1,24677,19,19_a1a999de-65a5-43e9-afd1-31bd5912f574,28L,11718.0,ΔKU80ΔTERT,122,11596.0
19_a1c535b0-ef19-4171-8177-b3e9df09e977,4976,14667,LmxM.28_left_10kb - bases 201 - 10000,100.0,9800,1,19624,19,19_a1c535b0-ef19-4171-8177-b3e9df09e977,28L,4957.0,ΔKU80ΔTERT,122,4835.0
19_a2ae5bd5-e583-4621-a95f-6bf0c9d158bd,79,4213,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,42.49,4167,4,4515,19,19_a2ae5bd5-e583-4621-a95f-6bf0c9d158bd,03R,302.0,ΔKU80ΔTERT,96,206.0
19_a2cf0c92-f9d5-4379-865b-590511e7e6cb,65204,74867,LmxM.07_left_10kb - bases 201 - 10000,100.0,9800,1,76692,19,19_a2cf0c92-f9d5-4379-865b-590511e7e6cb,07L,1825.0,ΔKU80ΔTERT,58,1767.0
19_a3b0bdec-9330-4ebb-9896-c0aa5b0af414,73,4773,LmxM.27_left_10kb - bases 201 - 10000,49.42,4843,1,5719,19,19_a3b0bdec-9330-4ebb-9896-c0aa5b0af414,27L,946.0,ΔKU80ΔTERT,148,798.0
19_a3d3e24e-fa0f-4b44-aa46-2fda51cd7f05,3373,13025,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,99.98,9800,3,15573,19,19_a3d3e24e-fa0f-4b44-aa46-2fda51cd7f05,09R,2548.0,ΔKU80ΔTERT,28,2520.0
19_a4a98d0c-5a64-4de9-b0b9-23eef33f28b7,5895,381,LmxM.19_left_10kb - bases 201 - 10000,56.67,5554,1,5895,19,19_a4a98d0c-5a64-4de9-b0b9-23eef33f28b7,19L,381.0,ΔKU80ΔTERT,128,253.0
19_a4ccb1b6-32ca-45e7-8442-267f8bd46d00,279,9966,LmxM.13_left_10kb - bases 201 - 10000,99.93,9800,8,10720,19,19_a4ccb1b6-32ca-45e7-8442-267f8bd46d00,13L,754.0,ΔKU80ΔTERT,118,636.0
19_a4e4f450-692f-49bd-8be4-c4ea9dbb0d7e,10218,574,LmxM.05_left_10kb - bases 201 - 10000,100.0,9800,1,30526,19,19_a4e4f450-692f-49bd-8be4-c4ea9dbb0d7e,05L,574.0,ΔKU80ΔTERT,167,407.0
19_a5b66a26-fddc-497a-ae55-7f47b99f1c0b,74,4973,LmxM.13_left_10kb - bases 201 - 10000,50.58,4957,1,5945,19,19_a5b66a26-fddc-497a-ae55-7f47b99f1c0b,13L,972.0,ΔKU80ΔTERT,118,854.0
19_a5e8476e-5aa8-4a75-877f-bb1329f30e75,78,6351,LmxM.23_left_10kb - bases 201 - 10000,64.81,6351,1,21407,19,19_a5e8476e-5aa8-4a75-877f-bb1329f30e75,23L,15056.0,ΔKU80ΔTERT,182,14874.0
19_a8c591f8-8df7-4b7e-b094-a7ea35aa58d4,68,6431,LmxM.14_left_10kb - bases 201 - 10000,65.4,6424,16,6974,19,19_a8c591f8-8df7-4b7e-b094-a7ea35aa58d4,14L,543.0,ΔKU80ΔTERT,129,414.0
19_a8fc3aeb-ee23-45ea-9240-342493db6e9e,20037,29821,LmxM.28_left_10kb - bases 201 - 10000,100.0,9800,1,48559,19,19_a8fc3aeb-ee23-45ea-9240-342493db6e9e,28L,18738.0,ΔKU80ΔTERT,122,18616.0
19_a9c0775e-1e04-4971-8547-a826f75933e2,7153,16905,LmxM.01_left_10kb - bases 201 - 10000,100.0,9800,1,17923,19,19_a9c0775e-1e04-4971-8547-a826f75933e2,01L,1018.0,ΔKU80ΔTERT,114,904.0
19_a011ec8f-c455-4dd6-b0a8-e36b0fde66fa,50481,60169,LmxM.12 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,63949,19,19_a011ec8f-c455-4dd6-b0a8-e36b0fde66fa,12R,3780.0,ΔKU80ΔTERT,133,3647.0
19_a16d47e9-5f4f-4271-b76e-1e330b16d107,3347,13081,LmxM.24_left_10kb - bases 201 - 10000,100.0,9800,1,18745,19,19_a16d47e9-5f4f-4271-b76e-1e330b16d107,24L,5664.0,ΔKU80ΔTERT,148,5516.0
19_a23ad4fe-e3cf-4d44-a634-6eb0d9dc5486,4250,14012,LmxM.27_left_10kb - bases 201 - 10000,100.0,9800,1,15603,19,19_a23ad4fe-e3cf-4d44-a634-6eb0d9dc5486,27L,1591.0,ΔKU80ΔTERT,148,1443.0
19_a25ea29a-597b-4e97-8cc8-c2b2485250c6,66,5796,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,59.01,5783,1,6244,19,19_a25ea29a-597b-4e97-8cc8-c2b2485250c6,18R,448.0,ΔKU80ΔTERT,186,262.0
19_a30ee83c-fe92-4a45-b25b-fce1a3138462,10022,318,LmxM.13_left_10kb - bases 201 - 10000,100.0,9800,1,46066,19,19_a30ee83c-fe92-4a45-b25b-fce1a3138462,13L,318.0,ΔKU80ΔTERT,118,200.0
19_a47de20d-e144-4a36-8acc-e150088ee55d,6612,16346,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,16733,19,19_a47de20d-e144-4a36-8acc-e150088ee55d,15R,387.0,ΔKU80ΔTERT,136,251.0
19_a62eec99-8f42-4192-80aa-6f03f0dd3e25,74,5871,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,59.9,5870,1,6077,19,19_a62eec99-8f42-4192-80aa-6f03f0dd3e25,03R,206.0,ΔKU80ΔTERT,96,110.0
19_a66efc77-f694-4d34-ba7b-15e5d8d3a144,9970,532,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,97.03,9509,1,9972,19,19_a66efc77-f694-4d34-ba7b-15e5d8d3a144,15R,532.0,ΔKU80ΔTERT,136,396.0
19_a69fa939-ca53-43cd-aaa2-1deebd323ffb,4793,1526,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,34.05,3350,14,4844,19,19_a69fa939-ca53-43cd-aaa2-1deebd323ffb,23R,1526.0,ΔKU80ΔTERT,186,1340.0
19_a79c41b7-c63e-489f-9b2f-3ebeef3f5c2a,76,8746,LmxM.24_left_10kb - bases 201 - 10000,89.14,8736,1,27653,19,19_a79c41b7-c63e-489f-9b2f-3ebeef3f5c2a,24L,18907.0,ΔKU80ΔTERT,148,18759.0
19_a80d5505-a85c-4ec1-b490-a31279a7fad1,73,6331,LmxM.05_left_10kb - bases 201 - 10000,64.47,6318,1,6836,19,19_a80d5505-a85c-4ec1-b490-a31279a7fad1,05L,505.0,ΔKU80ΔTERT,167,338.0
19_a092eb74-2eb4-426b-adff-847cd7fa3e60,14717,24470,LmxM.27_left_10kb - bases 201 - 10000,100.0,9800,1,25365,19,19_a092eb74-2eb4-426b-adff-847cd7fa3e60,27L,895.0,ΔKU80ΔTERT,148,747.0
19_a159df6b-bf68-495b-a1c6-fe4afd6789ba,7603,680,LmxM.31 (reversed)_right_10kb - bases 201 - 10000,71.62,7021,3,7610,19,19_a159df6b-bf68-495b-a1c6-fe4afd6789ba,31R,680.0,ΔKU80ΔTERT,95,585.0
19_a184fa80-5f4a-4381-9841-8dfae6d2f74f,12748,22499,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,24594,19,19_a184fa80-5f4a-4381-9841-8dfae6d2f74f,18R,2095.0,ΔKU80ΔTERT,186,1909.0
19_a364eb3f-3735-455f-9583-c2488b7c5bc8,10724,1198,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,99.97,9799,3,43974,19,19_a364eb3f-3735-455f-9583-c2488b7c5bc8,03R,1198.0,ΔKU80ΔTERT,96,1102.0
